Username,Tweet,Hashtags,clean_tweet,polarity,subjectivity,sentiment
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 277 #FightFor1Point5  Week 212

There's is no Planet B!  #FreePalestine #FreeCongo #FreeSudan #ClimateActionNow #ListenToTheScience #EndClimateImperialism #TomorrowIsTooLate #PeopleNotProfit #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #FreeCongo, #FreeSudan, #ClimateActionNow, #ListenToTheScience, #EndClimateImperialism, #TomorrowIsTooLate, #PeopleNotProfit, #twiff",climatestrike week fightforpoint week theres planet freepalestine freecongo freesudan climateactionnow listentothescience endclimateimperialism tomorrowistoolate peoplenotprofit twiff,0.0,0.0,Neutral
Allan Hedin,#FridaysForFuture #ClimateStrike #DigitalStrike #ClimateStrikeOnline #FightFor1Point5 #PeopleNotProfit #TippingPoints Week # 269,"#FridaysForFuture, #ClimateStrike, #DigitalStrike, #ClimateStrikeOnline, #FightFor1Point5, #PeopleNotProfit, #TippingPoints",fridaysforfuture climatestrike digitalstrike climatestrikeonline fightforpoint peoplenotprofit tippingpoints week,0.0,0.0,Neutral
Climate Optics,"Youth: The catalyst for a cleaner, greener and brighter tomorrow. Ms. Fizza Shakeel from PU shares her artwork contribution.  #ClimateAction #YouthClimateAction #ClimateChange #YouthActivism #ClimateJustice #FridaysForFuture #ClimateStrike #YouthPower #GlobalWarming","#ClimateAction, #YouthClimateAction, #ClimateChange, #YouthActivism, #ClimateJustice, #FridaysForFuture, #ClimateStrike, #YouthPower, #GlobalWarming",youth catalyst cleaner greener brighter tomorrow fizza shakeel shares artwork contribution climateaction youthclimateaction climatechange youthactivism climatejustice fridaysforfuture climatestrike youthpower globalwarming,0.0,0.0,Neutral
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 279 #FightFor1Point5  Week 214

The fight for climate justice must be always a fight against war, racism, and neocolonialism!  #ClimateStrikeOnline #FreePalestine #FreeCongo #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #EndClimateImperialism, #twiff",climatestrike week fightforpoint week fight climate justice must always fight war racism neocolonialism climatestrikeonline freepalestine freecongo endclimateimperialism twiff,0.0,0.0,Neutral
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 280 #FightFor1Point5  Week 215

We are obliged to fight for a better future for the children and the succeeding generations! #ClimateStrikeOnline #FreePalestine #FreeCongo #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #EndClimateImperialism, #twiff",climatestrike week fightforpoint week obliged fight better future children succeeding generations climatestrikeonline freepalestine freecongo endclimateimperialism twiff,0.25,0.3125,Positive
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 276 #FightFor1Point5  Week 211

We need a system change and not a climate change!  #ClimateStrikeOnline #FreePalestine #FreeCongo #FreeSudan #FreeYemen #freearmenia #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #FreeSudan, #FreeYemen, #freearmenia, #EndClimateImperialism, #twiff",climatestrike week fightforpoint week need system change climate change climatestrikeonline freepalestine freecongo freesudan freeyemen freearmenia endclimateimperialism twiff,0.0,0.0,Neutral
flossieandthebeachcleaners,Week 304  #climatestrike  The Daíl has gone on their holidays…the planet hasn’t  #climatechange @GretaThunberg @SchoolStrikesIE @fff_europe,"#climatestrike, #climatechange",week climatestrike dal gone holidaysthe planet hasnt climatechange,0.0,0.0,Neutral
Level 5 vegan cat,"#ClimateStrike  /  #FridaysForFuture  - Week 147  The economic system that's driving ecological breakdown is the very same system that also exploits workers, poor communities, women,people of colour & animals. All these struggles are connected.","#ClimateStrike, #FridaysForFuture",climatestrike fridaysforfuture week economic system thats driving ecological breakdown system also exploits workers poor communities womenpeople colour animals struggles connected,0.0666666666666667,0.4666666666666666,Positive
UllapoolSharkAmbassador,Climate strike week 304 #FridaysForFuture #ClimateJusticeNow #ClimateStrike #PeopleNotProfit,"#FridaysForFuture, #ClimateJusticeNow, #ClimateStrike, #PeopleNotProfit",climate strike week fridaysforfuture climatejusticenow climatestrike peoplenotprofit,0.0,0.0,Neutral
Climate Convergence,"Who's ready for a  #ClimateStrike ? Join the International Fridays for Future days of action in  #Vancouver , April 13th at 1pm @ Vancouver Art Gallery:  https:// ate_strike_april_2025 … Together, we will win!  #systemchangenotclimatechange #climatejustice #climateaction #vanpoli #cdnpoli","#ClimateStrike, #Vancouver, #systemchangenotclimatechange, #climatejustice, #climateaction, #vanpoli, #cdnpoli",whos ready climatestrike join international fridays future days action vancouver april vancouver art gallery atestrikeapril together win systemchangenotclimatechange climatejustice climateaction vanpoli cdnpoli,0.22,0.225,Positive
flossieandthebeachcleaners,Week 302  #climatestrike  …days to go before holiday season for the Daíl…where is the legislation for MPA  #30x30irleand @GretaThunberg @Fridays4future @SchoolStrikesIE @smytho,"#climatestrike, #30x30irleand",week climatestrike days holiday season dalwhere legislation mpa xirleand,0.0,0.0,Neutral
Jason Smith - 上官杰文,"China’s Great Solar Wall

NASA published images of China's Great Solar Wall. The installation is expected to reach 100 GW of capacity by 2030. #ClimateStrike #Solar #China https:// loser-look-at-chinas-great-solar-wall/ …","#ClimateStrike, #Solar, #China",chinas great solar wall nasa published images chinas great solar wall installation expected reach capacity climatestrike solar china loserlookatchinasgreatsolarwall,0.5,0.6333333333333333,Positive
350 Mass,On Friday we joined the global  #ClimateStrike  at the State House! Today we are going back to keep pushing our legislators to pass good climate legislation. You can't kick the can on  #climate .,"#ClimateStrike, #climate",friday joined global climatestrike state house today going back keep pushing legislators pass good climate legislation cant kick climate,0.2333333333333333,0.2,Positive
Michael Kalmanovitch,"We were out at  #CLimateStrike  today.
I had a good conversation with a fellow about his bicycle tour across Canada this summer  #30For30  to raise awareness about  #BiodiversityCollapse  &  #ClimateChange #Birds #BirdMigration #LaterIsTooLate #ActOnClimate #ClimateEmergency","#CLimateStrike, #30For30, #BiodiversityCollapse, #ClimateChange, #Birds, #BirdMigration, #LaterIsTooLate, #ActOnClimate, #ClimateEmergency",climatestrike today good conversation fellow bicycle tour across canada summer raise awareness biodiversitycollapse climatechange birds birdmigration lateristoolate actonclimate climateemergency,0.7,0.6000000000000001,Positive
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 269 #FightFor1Point5  Week 204

The Global North should be obligated to pay for the climate damage they have done! #FreePalestine #FreeCongo #FreeSudan #FreeYemen #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #FreeCongo, #FreeSudan, #FreeYemen, #EndClimateImperialism, #twiff",climatestrike week fightforpoint week global north obligated pay climate damage done freepalestine freecongo freesudan freeyemen endclimateimperialism twiff,0.0,0.0,Neutral
Endel Stamberg #FightFor1Point5,"#ClimateStrike  Week 275 #FightFor1Point5  Week 210

We are obliged to fight for a better, livable future for the children and the succeeding generations!  #FreePalestine #ClimateActionNow #ListenToTheScience #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #ClimateActionNow, #ListenToTheScience, #twiff",climatestrike week fightforpoint week obliged fight better livable future children succeeding generations freepalestine climateactionnow listentothescience twiff,0.25,0.3125,Positive
YouthNet Global,"The fight for climate justice is NOW! Join us now at Dhaka University's TSC as we prepare for the  #GlobalClimateStrike . 

This Friday at 10 AM, we gather in front of the National Press Club. Who's ready to stand for our planet & future? 
  #ClimateStrike #ClimateJustice #PayUp","#GlobalClimateStrike, #ClimateStrike, #ClimateJustice, #PayUp",fight climate justice join dhaka universitys tsc prepare globalclimatestrike friday gather front national press club whos ready stand planet future climatestrike climatejustice payup,0.1,0.3125,Positive
MUN Geography,TODAY! Join geographers at 2pm under the clock tower as we march for climate justice with the  @fffstjohns #ClimateStrike,#ClimateStrike,today join geographers clock tower march climate justice climatestrike,0.0,0.0,Neutral
Robert Redmayne Hosking,Solidarity Finlay..!  @FinlayPringle Climate strike week 324:  @Fridays4future #ClimateStrike #PeopleNotProfit #ClimateJusticeNow,"#ClimateStrike, #PeopleNotProfit, #ClimateJusticeNow",solidarity finlay climate strike week climatestrike peoplenotprofit climatejusticenow,0.0,0.0,Neutral
Fridays For Future - Sierra Leone,#ClimateStrike #ClimateFinanceNow #PeopleNotProfit @Fridays4future @FFFAfrica54 @RoselineIsata @hawanatu_brima,"#ClimateStrike, #ClimateFinanceNow, #PeopleNotProfit",climatestrike climatefinancenow peoplenotprofit,0.0,0.0,Neutral
Clean Water MA,"Inspiration post!
From Kathmandu to Massachusetts: One of our incredible summer interns shares her story of fighting for climate justice on a global scale. Please read and share!  #ActOnClimate #ClimateStrike","#ActOnClimate, #ClimateStrike",inspiration post kathmandu massachusetts one incredible summer interns shares story fighting climate justice global scale please read share actonclimate climatestrike,0.45,0.45,Positive
Climate Convergence,"#ClimateStrike #Vancouver #Canada  was a united, dynamic & determined rally & march of 1000s of people in defense of Mother Earth   Let's continue our work to build a more united & stronger  #ClimateJustice   movement #SystemChangeNotClimateChange #ClimateAction #vanpoli #cdnpoli","#ClimateStrike, #Vancouver, #Canada, #ClimateJustice, #SystemChangeNotClimateChange, #ClimateAction, #vanpoli, #cdnpoli",climatestrike vancouver canada united dynamic determined rally march people defense mother earth lets continue work build united stronger climatejustice movement systemchangenotclimatechange climateaction vanpoli cdnpoli,0.0,0.1666666666666666,Neutral
Extinction Rebellion Canterbury,Join us for the XR Canterbury Friday Climate strike 12-1pm in the middle of Canterbury High St adjacent to Nason's extinct store. We will be discussing the horrendous current state of our planet with passers by. All welcome!  #ClimateStrike #FridayCimateStrike,"#ClimateStrike, #FridayCimateStrike",join canterbury friday climate strike middle canterbury high adjacent nasons extinct store discussing horrendous current state planet passers welcome climatestrike fridaycimatestrike,0.112,0.488,Positive
BayCEER_is_leaving_X,"We had a fantastic day at the  #BayCEER #Workshop , covering a variety of exciting topics!

Looking forward to more engaging  #talks  today!! @unibt  @LuedersLab  @SFB1357 @HolzheuStefan @SteigerLab #ecology #environmental #research #ClimateStrike","#BayCEER, #Workshop, #talks, #ecology, #environmental, #research, #ClimateStrike",fantastic day bayceer workshop covering variety exciting topics looking forward engaging talks today ecology environmental research climatestrike,0.3666666666666667,0.8000000000000002,Positive
Χ☓ What the Hell Official,"Today's  #ClimateDenier  winner! A Haiku @BadClimateTakes #ClimateAction #ClimateChange #ClimateCrisis #ClimateBrawl #ClimateStrike Bob was tryin' to troll, but he only got rolled.
Now he says it's a scam, well I'll be damn
that's new. ","#ClimateDenier, #ClimateAction, #ClimateChange, #ClimateCrisis, #ClimateBrawl, #ClimateStrike",todays climatedenier winner haiku climateaction climatechange climatecrisis climatebrawl climatestrike bob tryin troll got rolled says scam well ill damn thats new,-0.1818181818181818,0.7272727272727273,Negative
350BK,"We need Wall Street to divest from the fossil fuel companies that are destroying our futures. Will you join us on September 20th in NYC? 
RSVP @  https:// 9-20 … @FFF_NYC_ #ClimateEmergency #EndFossilFuels #ClimateWeek #ClimateStrike #PeopleNotProfit #TomorrowIsTooLate","#ClimateEmergency, #EndFossilFuels, #ClimateWeek, #ClimateStrike, #PeopleNotProfit, #TomorrowIsTooLate",need wall street divest fossil fuel companies destroying futures join september nyc rsvp climateemergency endfossilfuels climateweek climatestrike peoplenotprofit tomorrowistoolate,-0.2,0.0,Negative
