Username,Handle,Tweet,Hashtags,Replies,Retweets,Likes
Jason Smith - 上官杰文,,"Massive increases in the cost of solar technology in the USA are intrinsically linked with US policy decisions to tariff China.

The US has chosen a trade war over the needs of a burning planet.  #ClimateStrike #Climate #Solar","#ClimateStrike, #Climate, #Solar",,,
Jason Smith - 上官杰文,,"China consistently reaches its targets early.

That is to say, we can anticipate China will meet its climate goals on time or ahead schedule. #ClimateStrike #Climate #China","#ClimateStrike, #Climate, #China",,,
PATIENCE NABUKALU,,There is no planet B. We should act on climate now.  #ClimateJustice #ClimateStrike,"#ClimateJustice, #ClimateStrike",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 277 #FightFor1Point5  Week 212

There's is no Planet B!  #FreePalestine #FreeCongo #FreeSudan #ClimateActionNow #ListenToTheScience #EndClimateImperialism #TomorrowIsTooLate #PeopleNotProfit #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #FreeCongo, #FreeSudan, #ClimateActionNow, #ListenToTheScience, #EndClimateImperialism, #TomorrowIsTooLate, #PeopleNotProfit, #twiff",,,
Allan Hedin,,#FridaysForFuture #ClimateStrike #DigitalStrike #ClimateStrikeOnline #FightFor1Point5 #PeopleNotProfit #TippingPoints Week # 269,"#FridaysForFuture, #ClimateStrike, #DigitalStrike, #ClimateStrikeOnline, #FightFor1Point5, #PeopleNotProfit, #TippingPoints",,,
Climate Optics,,"Youth: The catalyst for a cleaner, greener and brighter tomorrow. Ms. Fizza Shakeel from PU shares her artwork contribution.  #ClimateAction #YouthClimateAction #ClimateChange #YouthActivism #ClimateJustice #FridaysForFuture #ClimateStrike #YouthPower #GlobalWarming","#ClimateAction, #YouthClimateAction, #ClimateChange, #YouthActivism, #ClimateJustice, #FridaysForFuture, #ClimateStrike, #YouthPower, #GlobalWarming",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 279 #FightFor1Point5  Week 214

The fight for climate justice must be always a fight against war, racism, and neocolonialism!  #ClimateStrikeOnline #FreePalestine #FreeCongo #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #EndClimateImperialism, #twiff",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 280 #FightFor1Point5  Week 215

We are obliged to fight for a better future for the children and the succeeding generations! #ClimateStrikeOnline #FreePalestine #FreeCongo #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #EndClimateImperialism, #twiff",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 276 #FightFor1Point5  Week 211

We need a system change and not a climate change!  #ClimateStrikeOnline #FreePalestine #FreeCongo #FreeSudan #FreeYemen #freearmenia #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #ClimateStrikeOnline, #FreePalestine, #FreeCongo, #FreeSudan, #FreeYemen, #freearmenia, #EndClimateImperialism, #twiff",,,
flossieandthebeachcleaners,,Week 304  #climatestrike  The Daíl has gone on their holidays…the planet hasn’t  #climatechange @GretaThunberg @SchoolStrikesIE @fff_europe,"#climatestrike, #climatechange",,,
Level 5 vegan cat,,"#ClimateStrike  /  #FridaysForFuture  - Week 147  The economic system that's driving ecological breakdown is the very same system that also exploits workers, poor communities, women,people of colour & animals. All these struggles are connected.","#ClimateStrike, #FridaysForFuture",,,
UllapoolSharkAmbassador,,Climate strike week 304 #FridaysForFuture #ClimateJusticeNow #ClimateStrike #PeopleNotProfit,"#FridaysForFuture, #ClimateJusticeNow, #ClimateStrike, #PeopleNotProfit",,,
Climate Convergence,,"Who's ready for a  #ClimateStrike ? Join the International Fridays for Future days of action in  #Vancouver , April 13th at 1pm @ Vancouver Art Gallery:  https:// ate_strike_april_2025 … Together, we will win!  #systemchangenotclimatechange #climatejustice #climateaction #vanpoli #cdnpoli","#ClimateStrike, #Vancouver, #systemchangenotclimatechange, #climatejustice, #climateaction, #vanpoli, #cdnpoli",,,
flossieandthebeachcleaners,,Week 302  #climatestrike  …days to go before holiday season for the Daíl…where is the legislation for MPA  #30x30irleand @GretaThunberg @Fridays4future @SchoolStrikesIE @smytho,"#climatestrike, #30x30irleand",,,
Jason Smith - 上官杰文,,"China’s Great Solar Wall

NASA published images of China's Great Solar Wall. The installation is expected to reach 100 GW of capacity by 2030. #ClimateStrike #Solar #China https:// loser-look-at-chinas-great-solar-wall/ …","#ClimateStrike, #Solar, #China",,,
350 Mass,,On Friday we joined the global  #ClimateStrike  at the State House! Today we are going back to keep pushing our legislators to pass good climate legislation. You can't kick the can on  #climate .,"#ClimateStrike, #climate",,,
Michael Kalmanovitch,,"We were out at  #CLimateStrike  today.
I had a good conversation with a fellow about his bicycle tour across Canada this summer  #30For30  to raise awareness about  #BiodiversityCollapse  &  #ClimateChange #Birds #BirdMigration #LaterIsTooLate #ActOnClimate #ClimateEmergency","#CLimateStrike, #30For30, #BiodiversityCollapse, #ClimateChange, #Birds, #BirdMigration, #LaterIsTooLate, #ActOnClimate, #ClimateEmergency",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 269 #FightFor1Point5  Week 204

The Global North should be obligated to pay for the climate damage they have done! #FreePalestine #FreeCongo #FreeSudan #FreeYemen #EndClimateImperialism #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #FreeCongo, #FreeSudan, #FreeYemen, #EndClimateImperialism, #twiff",,,
Endel Stamberg #FightFor1Point5,,"#ClimateStrike  Week 275 #FightFor1Point5  Week 210

We are obliged to fight for a better, livable future for the children and the succeeding generations!  #FreePalestine #ClimateActionNow #ListenToTheScience #twiff","#ClimateStrike, #FightFor1Point5, #FreePalestine, #ClimateActionNow, #ListenToTheScience, #twiff",,,
YouthNet Global,,"The fight for climate justice is NOW! Join us now at Dhaka University's TSC as we prepare for the  #GlobalClimateStrike . 

This Friday at 10 AM, we gather in front of the National Press Club. Who's ready to stand for our planet & future? 
  #ClimateStrike #ClimateJustice #PayUp","#GlobalClimateStrike, #ClimateStrike, #ClimateJustice, #PayUp",,,
MUN Geography,,TODAY! Join geographers at 2pm under the clock tower as we march for climate justice with the  @fffstjohns #ClimateStrike,#ClimateStrike,,,
Robert Redmayne Hosking,,Solidarity Finlay..!  @FinlayPringle Climate strike week 324:  @Fridays4future #ClimateStrike #PeopleNotProfit #ClimateJusticeNow,"#ClimateStrike, #PeopleNotProfit, #ClimateJusticeNow",,,
sozialismus.ch,,"[Zürich] Grosse und laute Klimastreik-Demo in Zürich, u.a. mit einem ökosozialistischen Block! #Klimastreik #climatestrike #fff #systemchange #ökosozialismus #vergesellschaftung #degrowth","#Klimastreik, #climatestrike, #fff, #systemchange, #ökosozialismus, #vergesellschaftung, #degrowth",,,
Fridays For Future - Sierra Leone,,#ClimateStrike #ClimateFinanceNow #PeopleNotProfit @Fridays4future @FFFAfrica54 @RoselineIsata @hawanatu_brima,"#ClimateStrike, #ClimateFinanceNow, #PeopleNotProfit",,,
Michał Grzywa,,"Puszcza Karpacka potrzebuje rezerwatu i parku narodowego, a nie nadleśnictwa.

Moratorium przedłużone bezterminowo, teraz pora objąć te tereny należytą i trwałą ochroną.

Projekt Rezerwatu Reliktowa Puszcza Karpacka czeka na powołanie od 7 lat. #ClimateStrike  tydzień 195",#ClimateStrike,,,
MilanoinMovimento,,"MILANO, TORNA IN PIAZZA IL CLIMATE STRIKE

Nel giorno in cui è annunciata la presenza in piazza di  #GretaThunberg  il climate strike si riprende le strade della metropoli: contro l'ecocidio e contro il genocidio #FridaysForFuture #ClimateStrike #StopEcocidio #StopGenocidio","#GretaThunberg, #FridaysForFuture, #ClimateStrike, #StopEcocidio, #StopGenocidio",,,
Clean Water MA,,"Inspiration post!
From Kathmandu to Massachusetts: One of our incredible summer interns shares her story of fighting for climate justice on a global scale. Please read and share!  #ActOnClimate #ClimateStrike","#ActOnClimate, #ClimateStrike",,,
Climate Convergence,,"#ClimateStrike #Vancouver #Canada  was a united, dynamic & determined rally & march of 1000s of people in defense of Mother Earth   Let's continue our work to build a more united & stronger  #ClimateJustice   movement #SystemChangeNotClimateChange #ClimateAction #vanpoli #cdnpoli","#ClimateStrike, #Vancouver, #Canada, #ClimateJustice, #SystemChangeNotClimateChange, #ClimateAction, #vanpoli, #cdnpoli",,,
Extinction Rebellion Canterbury,,Join us for the XR Canterbury Friday Climate strike 12-1pm in the middle of Canterbury High St adjacent to Nason's extinct store. We will be discussing the horrendous current state of our planet with passers by. All welcome!  #ClimateStrike #FridayCimateStrike,"#ClimateStrike, #FridayCimateStrike",,,
BayCEER_is_leaving_X,,"We had a fantastic day at the  #BayCEER #Workshop , covering a variety of exciting topics!

Looking forward to more engaging  #talks  today!! @unibt  @LuedersLab  @SFB1357 @HolzheuStefan @SteigerLab #ecology #environmental #research #ClimateStrike","#BayCEER, #Workshop, #talks, #ecology, #environmental, #research, #ClimateStrike",,,
Michał Grzywa,,"Lasy Państwowe planują cięcia na nadchodzący rok, niestety również w lasach cennych przyrodniczo i społecznie.

Pora postawić sprawę jasno – 20% najcenniejszych lasów musi zostać wyłączone z cięć.

Działajmy, zanim utracimy to, co chcemy chronić.  #ClimateStrike  tydzień 199",#ClimateStrike,,,
Somoy TV,,"জলবায়ু পরিবর্তনের বিরুপ প্রভাব রোধ, জ্বালানি নিরাপত্তা নিশ্চিত করণ ও নবায়ন যোগ্য শক্তির প্রসারের দাবিতে কুড়িগ্রামে জলবায়ু ধর্মঘট ও পদযাত্রা করেছেন শতাধিক তরুণ জলবায়ু কর্মী #NationalNews #climatestrike #Kurigram #somoytv","#NationalNews, #climatestrike, #Kurigram, #somoytv",,,
Χ☓ What the Hell Official,,"Today's  #ClimateDenier  winner! A Haiku @BadClimateTakes #ClimateAction #ClimateChange #ClimateCrisis #ClimateBrawl #ClimateStrike Bob was tryin' to troll, but he only got rolled.
Now he says it's a scam, well I'll be damn
that's new. ","#ClimateDenier, #ClimateAction, #ClimateChange, #ClimateCrisis, #ClimateBrawl, #ClimateStrike",,,
Michał Grzywa,,"Pomyśleć sobie, że gdyby nie zaangażowanie  @IKarpaty , ten las zostałby zniszczony wycinką.

Nazwaliśmy go Lasem Olbrzymów. Rosną tu prawdziwe giganty – olbrzymie jodły, buki i graby.

Dla ocalenia takich miejsc warto działać.  #climatestrike  tydzień 197",#climatestrike,,,
350BK,,"We need Wall Street to divest from the fossil fuel companies that are destroying our futures. Will you join us on September 20th in NYC? 
RSVP @  https:// 9-20 … @FFF_NYC_ #ClimateEmergency #EndFossilFuels #ClimateWeek #ClimateStrike #PeopleNotProfit #TomorrowIsTooLate","#ClimateEmergency, #EndFossilFuels, #ClimateWeek, #ClimateStrike, #PeopleNotProfit, #TomorrowIsTooLate",,,
Somoy TV,,সাতক্ষীরা শ্যামনগরে জীবাশ্ম জ্বালানিতে বিনিয়োগ বন্ধ ও নবায়নযোগ্য শক্তির জন্য বিনিয়োগ বাড়ানোর আহ্বান জানিয়ে আয়োজিত হয়েছে ধর্মঘট #NationalNews #climatestrike #satkhira #somoytv,"#NationalNews, #climatestrike, #satkhira, #somoytv",,,
Tamsin Shasha,,My piece  @SussexBylines  on my experience of working on the community opera Uprising which premieres  @glyndebourne  tomorrow https:// ure/uprising-a-musical-call-to-action/ … #climatestrike #opera #ClimateAction #community #Singing @brightonfringe @brightdome @BrightonMuseums @brightonargus @glastonbury,"#climatestrike, #opera, #ClimateAction, #community, #Singing",,,
𝒞𝒽𝑒𝓇𝓎𝓁 𝑀𝒶𝓇𝓉𝒾𝓃𝑒𝓏,,"Just dropped a heart-to-heart with Michele Olender on the Vedge Your Best  #podcast ! We’re talking mindset shifts, comfort food cravings, and my 30-Day  #VeganChallenge . This one’s for anyone curious about going  #vegan  without giving anything up.   

Listen now on Spotify or Apple","#podcast, #VeganChallenge, #vegan",,,
Eraof_indigo,,#butgod #veganbeliever #vegan #veganfood #veganrecipes #godsplan #veganchallenge #vegancoach #vegancatering #vegancater #nomeatonmyfork #veganmealprep #godswork #nyvegan #atlvegan #godithankyou,"#butgod, #veganbeliever, #vegan, #veganfood, #veganrecipes, #godsplan, #veganchallenge, #vegancoach, #vegancatering, #vegancater, #nomeatonmyfork, #veganmealprep, #godswork, #nyvegan, #atlvegan, #godithankyou",,,
Eraof_indigo,,Empanadas  #butgod #veganbeliever #vegan #veganfood #veganrecipes #godsplan #veganchallenge #vegancoach #vegancatering #vegancater #nomeatonmyfork #veganmealprep #godswork #nyvegan #atlvegan #godithankyou,"#butgod, #veganbeliever, #vegan, #veganfood, #veganrecipes, #godsplan, #veganchallenge, #vegancoach, #vegancatering, #vegancater, #nomeatonmyfork, #veganmealprep, #godswork, #nyvegan, #atlvegan, #godithankyou",,,
lily lu,,# VEGAN Challenge  -  is this realy health? https:// I try the  vegan diet for some weeks to understand if it is a healthy diet. #vegan #vegandiet #veganchallenge,"#vegan, #vegandiet, #veganchallenge",,,
PETA 亞洲善待動物組織,,每年有數百萬隻鴨鵝被關在擁擠骯髒的工業養殖場裡，遠離他們本應屬於的自然棲息地，被迫在自己的排泄物中掙扎度日，最終在成年之前被殺死取肉 別為殘酷買單，加入PETA  #veganuary #純素一月挑戰 ，並tag可以一起參與的朋友 #veganuary2023 #veganchallenge #ducks #Vegan #GoVegan,"#veganuary, #純素一月挑戰, #veganuary2023, #veganchallenge, #ducks, #Vegan, #GoVegan",,,
Vegan FTA español,,"Gracias  @lewishamilton  por aprovechar esta oportunidad para defender a los animales en una plataforma tan popular, llegando a millones de personas que probablemente ni siquiera habían pensado en ello  #lewishamilton #formula1memes #carreras #alitasdepollo #veganchallenge","#lewishamilton, #formula1memes, #carreras, #alitasdepollo, #veganchallenge",,,
Partij voor de Dieren,,"Dierenleed heeft niets te maken met de kerstgedachte. 

Er zijn genoeg opties voor kerstdiners zonder dieren. Kijk bijvoorbeeld op:  https://",,,,
PETA 亞洲善待動物組織,,"分娩前後的幾周裡，豬媽媽被關在狹小的分娩籠，無法轉身。她們一次又一次人工授精，產下的每窩豬寶寶都被籠中的欄杆隔開，幾周後就被帶走，轉移到育肥欄，最後被送到屠宰場。在還清醒的時候，後腿被倒吊起來，喉嚨被割斷…

別為殘酷買單，加入PETA  #veganuary #純素一月挑戰 #veganchallenge","#veganuary, #純素一月挑戰, #veganchallenge",,,
Eraof_indigo,,Vox Tails  #butgod #veganbeliever #vegan #veganfood #veganrecipes #godsplan #veganchallenge #vegancoach #vegancatering #vegancater #nomeatonmyfork #veganmealprep #godswork #nyvegan #atlvegan #godithankyou,"#butgod, #veganbeliever, #vegan, #veganfood, #veganrecipes, #godsplan, #veganchallenge, #vegancoach, #vegancatering, #vegancater, #nomeatonmyfork, #veganmealprep, #godswork, #nyvegan, #atlvegan, #godithankyou",,,
